Season,Month,Year,MuncipalityCd,Establishment,LicenseNumber,VGTCount,AmoutPlayed,AmountWon,NetWager,FundsIn,FundsOut,NTI,NTITaxRate,StateShare,MuncipalityShare,NetWagePerMachine
Winter,2,2018,2,DIRTY SOUTH INC.,120709093,5,85858.75,79900.22,5958.53,32910,26951.47,5958.53,1787.59,1489.66,297.93,1191.706
Winter,2,2017,2,"FULGENZIS PIZZA & PASTA, INC.",120710239,5,49561.95,43552.74,6009.21,19844,13834.79,6009.21,1802.82,1502.36,300.46,1201.842
Winter,2,2016,2,"CENTRAL POINTE, INC.",140703890,3,54644.5,48619.69,6024.81,21687,15662.13,6024.87,1807.47,1506.22,301.25,2008.27
Winter,2,2015,3,BSJ Incorporated,120711751,5,105500.87,99435.52,6065.35,32995,26929.65,6065.35,1819.65,1516.38,303.27,1213.07
Winter,2,2015,2,PAM's JAILHOUSE INC.,130700211,3,95867.42,89772.49,6094.93,35177,29082.07,6094.93,1828.54,1523.79,304.75,2031.643333
Winter,2,2017,2,BIG SHOTS S&M INCORPORATED,160703254,5,60779.12,54618.38,6160.74,22082,15921.18,6160.82,1848.22,1540.19,308.03,1232.148
Winter,2,2015,2,Michael E. Gerula,120703765,5,107783.41,101568.11,6215.3,34564,28348.7,6215.3,1864.63,1553.86,310.77,1243.06
Winter,2,2017,3,Cafe Coco of Springfield Inc.,150700615,3,89728.46,83508.4,6220.06,30041,23820.97,6220.03,1866.01,1555.01,311,2073.353333
Winter,2,2016,1,"Auburn Oasis Bar & Restaurant, Inc.",130704746,3,75208.64,68972.78,6235.86,27506,21270.14,6235.86,1870.79,1558.99,311.8,2078.62
Winter,2,2018,3,Aqua Sports Club ,120704622,3,41822.24,35577.4,6244.84,12890,6645.26,6244.74,1873.42,1561.18,312.24,2081.613333
Winter,2,2018,2,"FULGENZIS PIZZA & PASTA, INC.",120710239,5,71514.81,65244.14,6270.67,21512,15241.33,6270.67,1881.19,1567.66,313.53,1254.134
Winter,2,2014,3,Crows Mill LLC,120706464,3,82234.38,75944.39,6289.99,25324,19034.01,6289.99,1887.04,1572.54,314.5,2096.663333
Winter,2,2016,2,JACKSON'sHANDLEBAR INC.,150703281,4,79636.11,73286.6,6349.51,28358,22008.49,6349.51,1904.93,1587.44,317.49,1587.3775
Winter,2,2016,2,"FULGENZI'sPIZZA & PASTA, INC.",120710239,5,92008.84,85639.03,6369.81,34367,27997.19,6369.81,1910.94,1592.45,318.49,1273.962
Winter,2,2018,2,RSP Entertainment Corp.,120706846,3,107232.26,100859.61,6372.65,33249,26876.35,6372.65,1911.84,1593.2,318.64,2124.216667
Winter,2,2017,2,"CENTRAL POINTE, INC.",140703890,3,67668.94,61247.51,6421.43,28033,21611.9,6421.1,1926.32,1605.27,321.05,2140.476667
Winter,2,2018,2,Lloyd Staber Jr.,120702130,5,86331.45,79869.85,6461.6,32072,25610.3,6461.7,1938.54,1615.45,323.09,1292.32
Winter,2,2014,2,"Stella Blue, LLC",120706971,3,64555.83,58092.57,6463.26,20584,14120.42,6463.58,1939.07,1615.9,323.17,2154.42
Winter,2,2017,2,"Casa Real, Inc.",160701946,4,69004.52,62540.03,6464.49,28710,22245.48,6464.52,1939.36,1616.14,323.22,1616.1225
Winter,2,2017,2,Thomas Endres ,120708996,5,70462.16,63982.2,6479.96,21908,15428.04,6479.96,1944,1620,324,1295.992
Winter,2,2014,2,"Kerby-Springfield, Inc.",120703892,3,87167.06,80681.53,6485.53,33019,26533.4,6485.6,1945.68,1621.4,324.28,2161.843333
Winter,2,2017,2,JACKSONS HANDLEBAR INC.,150703281,4,99772.57,93217.22,6555.35,36953,30397.5,6555.5,1966.68,1638.9,327.78,1638.8375
Winter,2,2016,2,Cafe Andiamo LLC,130702828,4,95523.94,88907.86,6616.08,30590,23973.92,6616.08,1984.88,1654.07,330.81,1654.02
Winter,2,2018,2,THE KEG INCORPORATED,130701779,4,113695.78,107052.96,6642.82,35873,29230.18,6642.82,1992.86,1660.72,332.14,1660.705
Winter,2,2015,2,"DEW CHILLI PARLORS OF AMERICA, LLC",140701342,4,77821.68,71170.35,6651.33,25108,18456.72,6651.28,1995.36,1662.8,332.56,1662.8325
Winter,2,2018,2,Max Inc. of Illinois,140701171,5,90046.41,83380.51,6665.9,34584,27918.1,6665.9,1999.87,1666.56,333.31,1333.18
Winter,2,2014,2,Lloyd Staber Jr.,120702130,3,106791.53,100104.36,6687.17,32544,25856.83,6687.17,2006.2,1671.83,334.37,2229.056667
Winter,2,2017,2,STANKS INC.,130702114,5,92995.4,86300.91,6694.49,29706,23011.51,6694.49,2008.4,1673.67,334.73,1338.898
Winter,2,2015,3,"Delaney's 3rd Street Grub & Pub, Inc.",140700607,3,63674.31,56854.16,6820.15,17244,10423.85,6820.15,2046.05,1705.05,341,2273.383333
Winter,2,2016,3,BUCKHART TAVERN INC.,130702235,3,51863.96,44979.99,6883.97,17414,10530.03,6883.97,2065.22,1721.01,344.21,2294.656667
Winter,2,2017,2,PAMS JAILHOUSE INC.,130700211,3,98259.69,91371.85,6887.84,39377,32489.11,6887.89,2066.41,1722.01,344.4,2295.946667
Winter,2,2014,2,DIRTY SOUTH INC.,120709093,5,71804.65,64884.8,6919.85,25905,18985.32,6919.68,2076.01,1730.01,346,1383.97
Winter,2,2015,1,Dawn Godsil,140700891,4,106893.59,99933,6960.59,34766,27805.32,6960.68,2088.25,1740.21,348.04,1740.1475
Winter,2,2014,2,"FULGENZI's PIZZA & PASTA, INC.",120710239,4,108297.31,101331.46,6965.85,34076,27110.04,6965.96,2089.83,1741.52,348.31,1741.4625
Winter,2,2016,3,Aqua Sports Club ,120704622,3,72594.76,65606.35,6988.41,20906,13917.59,6988.41,2096.52,1747.1,349.42,2329.47
Winter,2,2018,1,Dawn Godsil,140700891,5,81064.31,74017.95,7046.36,27846,20799.64,7046.36,2113.94,1761.62,352.32,1409.272
Winter,2,2018,2,"Aztca Mexican Grill, LLC",140703329,5,79112.56,71999.2,7113.36,23014,15900.64,7113.36,2134.11,1778.43,355.68,1422.672
Winter,2,2017,1,PEARLS PUB INC.,130705328,3,108377.36,101254.5,7122.86,30798,23675.14,7122.86,2136.91,1780.75,356.16,2374.286667
Winter,2,2016,2,Lloyd Staber Jr.,120702130,4,93368.12,86220.04,7148.08,30077,22928.92,7148.08,2144.43,1787.03,357.4,1787.02
Winter,2,2015,2,"MCTAT, INC.",120706843,5,69296.2,62116.25,7179.95,24249,17068.99,7180.01,2153.99,1794.99,359,1435.99
Winter,2,2017,2,"Frankies Brewhaus, Inc.",160700434,5,75265.6,68081.16,7184.44,25134,17949.55,7184.45,2155.36,1796.13,359.23,1436.888
Winter,2,2016,2,STANKS INC.,130702114,5,88036.74,80826.28,7210.46,28336,21125.39,7210.61,2163.25,1802.71,360.54,1442.092
Winter,2,2017,3,"Northern Lights Lounge, LLC",120705111,5,84304.62,77088.48,7216.14,25129,17912.86,7216.14,2164.87,1804.06,360.81,1443.228
Winter,2,2017,2,THE KEG INCORPORATED,130701779,4,79048.93,71826.2,7222.73,24181,16958.09,7222.91,2166.92,1805.77,361.15,1805.6825
Winter,2,2017,2,"JCJ Beverages, Inc.",130704160,5,87762.48,80524.64,7237.84,31370,24132.16,7237.84,2171.39,1809.5,361.89,1447.568
Winter,2,2015,2,"E.A. Dennis, Inc",120708331,4,89611.01,82326.07,7284.94,22061,14775.96,7285.04,2185.53,1821.28,364.25,1821.235
Winter,2,2015,2,Y & J Enterprises Inc.,140701363,3,71210.13,63918.15,7291.98,25411,18119.02,7291.98,2187.62,1823.01,364.61,2430.66
Winter,2,2015,2,Thomas Endres ,120708996,5,132490.43,125179.5,7310.93,41175,33863.89,7311.11,2193.36,1827.8,365.56,1462.186
Winter,2,2017,2,"Spammys, Inc.",120706742,5,78934.68,71621.44,7313.24,23952,16638.78,7313.22,2194.04,1828.37,365.67,1462.648
Winter,2,2018,2,Cafe Andiamo LLC,130702828,4,61351.53,54014.79,7336.74,25231,17894.26,7336.74,2201.06,1834.22,366.84,1834.185
Winter,2,2017,3,"C & L PARTNERS, INC.",160703721,5,67943.75,60606.77,7336.98,25113,17775.72,7337.28,2201.19,1834.32,366.87,1467.396
Winter,2,2018,2,RFW Inc.,170702870,4,99614.87,92235.52,7379.35,35231,27851.35,7379.65,2213.91,1844.92,368.99,1844.8375
Winter,2,2015,2,"Northend Holdings, Inc",120700341,4,101289.78,93783.4,7506.38,31629,24122.62,7506.38,2251.93,1876.61,375.32,1876.595
Winter,2,2018,2,BIG SHOTS S&M INCORPORATED,160703254,5,63921.35,56397.29,7524.06,23576,16052.01,7523.99,2257.23,1881.03,376.2,1504.812
Winter,2,2015,2,"RKR Clubs, LLC",120704798,3,58313.46,50749.27,7564.19,18888,11323.86,7564.14,2269.24,1891.04,378.2,2521.396667
Winter,2,2017,1,"Tookays, Inc.",130705134,4,87352.02,79755.64,7596.38,31496,23899.62,7596.38,2278.99,1899.16,379.83,1899.095
Winter,2,2014,2,"Northend Holdings, Inc",120700341,4,86177.11,78527,7650.11,23731,16080.66,7650.34,2295.11,1912.59,382.52,1912.5275
Winter,2,2015,2,"FULGENZI's PIZZA & PASTA, INC.",120710239,4,83488.12,75778.72,7709.4,29527,21817.6,7709.4,2312.85,1927.38,385.47,1927.35
Winter,2,2014,3,"Mama Lee's Sandbar, Inc",120707734,3,107853.16,100143.56,7709.6,33876,26166.4,7709.6,2312.92,1927.44,385.48,2569.866667
Winter,2,2018,2,"Lous, Inc.",150701450,3,99943.01,92195.69,7747.32,27025,19277.68,7747.32,2324.23,1936.86,387.37,2582.44
Winter,2,2016,2,"Knight'sAction Park, Inc.",130705112,3,54323.33,46574.28,7749.05,19115,11365.89,7749.11,2324.78,1937.31,387.47,2583.016667
Winter,2,2018,3,"Blue Grouch, Inc.",120706580,5,191134.61,183380.1,7754.51,61869,54114.49,7754.51,2326.39,1938.66,387.73,1550.902
Winter,2,2017,2,"411 EAST, INCORPORATED",160702790,4,117397.42,109641.5,7755.92,34901,27145.12,7755.88,2326.78,1938.98,387.8,1938.98
Winter,2,2016,2,"RKR Clubs, LLC",120704798,4,79425.22,71659.45,7765.77,25599,17833.08,7765.92,2329.82,1941.52,388.3,1941.4425
Winter,2,2018,2,Joes Italian Resturant Inc.,140700168,5,102966.49,95139.74,7826.75,40474,32647.25,7826.75,2348.06,1956.71,391.35,1565.35
Winter,2,2018,2,"The Other Wright, Inc.",120702100,5,80366.6,72527.28,7839.32,25577,17737.71,7839.29,2351.86,1959.89,391.97,1567.864
Winter,2,2016,2,THE KEG INCORPORATED,130701779,4,80783.64,72925.09,7858.55,30433,22574.36,7858.64,2357.59,1964.66,392.93,1964.6375
Winter,2,2015,2,"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.",120710859,4,77954.34,70094.28,7860.06,33305,25444.99,7860.01,2358.04,1965.03,393.01,1965.015
Winter,2,2018,2,James Davison,170700300,4,102613.53,94657.46,7956.07,31622,23665.93,7956.07,2386.89,1989.07,397.82,1989.0175
Winter,2,2014,2,"J & J OPERATIONS, LLC",130700881,3,87414.7,79331.91,8082.79,34623,26540.1,8082.9,2424.88,2020.74,404.14,2694.263333
Winter,2,2016,2,PAM'sJAILHOUSE INC.,130700211,3,95514.69,87404.49,8110.2,32138,24027.8,8110.2,2433.05,2027.55,405.5,2703.4
Winter,2,2016,2,"J & J OPERATIONS, LLC",130700881,4,119227.66,111098.43,8129.23,42003,33873.81,8129.19,2438.77,2032.31,406.46,2032.3075
Winter,2,2015,1,"Tookays, Inc.",130705134,3,92875.19,84614.89,8260.3,34206,25945.7,8260.3,2478.1,2065.09,413.01,2753.433333
Winter,2,2018,2,"KEEFNERS, INC.",150701722,3,77566.63,69184.13,8382.5,23371,14988.58,8382.42,2514.77,2095.65,419.12,2794.166667
Winter,2,2018,2,TCA Food Service LLC,150704450,5,155726.56,147274.59,8451.97,52810,44358.03,8451.97,2535.62,2113.01,422.61,1690.394
Winter,2,2015,3,"Northern Lights Lounge, LLC",120705111,5,110096.21,101635.62,8460.59,34292,25831.21,8460.79,2538.21,2115.18,423.03,1692.118
Winter,2,2018,2,"RKR Clubs, LLC",120704798,4,107838.79,99329.25,8509.54,35866,27351.21,8514.79,2554.45,2128.71,425.74,2127.385
Winter,2,2014,2,"E.A. Dennis, Inc",120708331,4,114226.6,105675.84,8550.76,32045,23494.28,8550.72,2565.22,2137.68,427.54,2137.69
Winter,2,2017,2,"IBPO Elks of the World, Capital City Lodge #1160",120802101,4,91561.78,82972.78,8589,35790,27201.12,8588.88,2576.68,2147.24,429.44,2147.25
Winter,2,2015,2,"J & J OPERATIONS, LLC",130700881,3,88028.63,79385.53,8643.1,33034,24390.9,8643.1,2592.92,2160.77,432.15,2881.033333
Winter,2,2018,2,"AMF Bowling Centers, Inc.",120707827,5,152304.38,143651.21,8653.17,52896,44242.78,8653.22,2595.99,2163.33,432.66,1730.634
Winter,2,2017,3,"Paula's Landing, LLC ",120708028,5,89253.31,80552.23,8701.08,32908,24206.92,8701.08,2610.39,2175.33,435.06,1740.216
Winter,2,2016,2,"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.",120710859,4,96049.04,87317.19,8731.85,34540,25808.15,8731.85,2619.59,2183,436.59,2182.9625
Winter,2,2018,3,"Northern Lights Lounge, LLC",120705111,4,133785.05,125035.97,8749.08,39541,30791.92,8749.08,2624.78,2187.32,437.46,2187.27
Winter,2,2016,2,"COFFEY RESTAURANTS, INC.",150701571,5,77933.35,69159.18,8774.17,27247,18472.83,8774.17,2632.29,2193.57,438.72,1754.834
Winter,2,2017,2,"AJG Industries, Inc.",160700876,3,64334.25,55503.25,8831,31128,22297.02,8830.98,2649.35,2207.8,441.55,2943.666667
Winter,2,2016,2,Thomas Endres ,120708996,5,110506.98,101667.11,8839.87,35681,26841.13,8839.87,2651.99,2209.99,442,1767.974
Winter,2,2015,2,LUCA PIZZA INC.,140701059,5,106202.28,97331.96,8870.32,39590,30719.68,8870.32,2661.13,2217.61,443.52,1774.064
Winter,2,2018,2,"Frankies Brewhaus, Inc.",160700434,5,78791.59,69876.34,8915.25,20147,11231.45,8915.55,2674.71,2228.93,445.78,1783.05
Winter,2,2014,2,"The Office Sports Bar & Grill, Inc.",120705591,4,97113.07,88106.64,9006.43,30524,21517.74,9006.26,2701.92,2251.6,450.32,2251.6075
Winter,2,2017,3,"Cottage Inn, Inc.",120706678,5,117376.57,108360.96,9015.61,31648,22632.39,9015.61,2704.77,2253.98,450.79,1803.122
Winter,2,2018,3,Cheers Lounge Inc.,120709222,5,107382.88,98329.24,9053.64,35701,26647.35,9053.65,2716.11,2263.42,452.69,1810.728
Winter,2,2015,2,"CDZ, Inc.",140701323,5,94044.09,84971.05,9073.04,27287,18214.24,9072.76,2721.89,2268.24,453.65,1814.608
Winter,2,2016,2,"AMF Bowling Centers, Inc.",120707827,5,119637.96,110558.85,9079.11,45281,36201.89,9079.11,2723.81,2269.84,453.97,1815.822
Winter,2,2016,3,"Paula's Landing, LLC ",120708028,5,92641.78,83514.07,9127.71,32433,23305.29,9127.71,2738.39,2281.99,456.4,1825.542
Winter,2,2014,2,"WINGS OVER LINCOLN LAND, INC.",130701889,5,102267.25,93075.27,9191.98,30541,21349.2,9191.8,2757.62,2298.02,459.6,1838.396
Winter,2,2018,2,KeRong Chen,150703093,5,123685.14,114490.33,9194.81,44974,35779.16,9194.84,2758.46,2298.72,459.74,1838.962
Winter,2,2017,3,Cheers Lounge Inc.,120709222,5,106869.97,97655.14,9214.83,36857,27641.94,9215.06,2764.53,2303.78,460.75,1842.966
Winter,2,2017,2,Cafe Andiamo LLC,130702828,4,111175.43,101951.59,9223.84,33254,24030.16,9223.84,2767.2,2306,461.2,2305.96
Winter,2,2018,1,"Prairieland FS, Inc.",171001021,4,108680.48,99421.11,9259.37,30332,21072.63,9259.37,2777.84,2314.87,462.97,2314.8425
Winter,2,2018,2,"Cozs Pizza, Inc.",160701026,5,135048.14,125781.96,9266.18,46019,36752.82,9266.18,2779.87,2316.56,463.31,1853.236
Winter,2,2018,3,Crows Mill LLC,120706464,5,127765.52,118471.29,9294.23,47508,38213.77,9294.23,2788.3,2323.59,464.71,1858.846
Winter,2,2016,2,Pinnacle Limited Partnership,120702132,5,132623.27,123303.89,9319.38,40622,31302.62,9319.38,2795.81,2329.84,465.97,1863.876
Winter,2,2017,2,DIRTY SOUTH INC.,120709093,5,73561.35,64213.78,9347.57,28810,19462.81,9347.19,2804.23,2336.86,467.37,1869.514
Winter,2,2015,3,"Guitars and Cadillacs Saloon, Inc.",120702108,4,119600.42,110102.2,9498.22,38890,29391.67,9498.33,2849.54,2374.62,474.92,2374.555
Winter,2,2016,3,"Northern Lights Lounge, LLC",120705111,4,105928.66,96387.05,9541.61,33295,23753.54,9541.46,2862.5,2385.42,477.08,2385.4025
Winter,2,2015,2,L & O Inc.,120711584,5,124680.74,115096.65,9584.09,34565,24980.91,9584.09,2875.33,2396.11,479.22,1916.818
Winter,2,2018,2,L & O Inc.,120711584,5,138794.11,129132.31,9661.8,49159,39497.2,9661.8,2898.59,2415.49,483.1,1932.36
Winter,2,2017,2,Max Inc. of Illinois,140701171,5,133629.23,123955.16,9674.07,50300,40625.88,9674.12,2902.23,2418.53,483.7,1934.814
Winter,2,2016,1,Dawn Godsil,140700891,4,135153.25,125472.09,9681.16,48921,39239.84,9681.16,2904.37,2420.31,484.06,2420.29
Winter,2,2018,3,The Stadium Sports Bar Inc.,120710854,5,129450.96,119734.91,9716.05,46555,36838.95,9716.05,2914.83,2429.03,485.8,1943.21
Winter,2,2017,2,Pinnacle Limited Partnership,120702132,5,124907.58,115148.65,9758.93,46064,36305.02,9758.98,2927.68,2439.74,487.94,1951.786
Winter,2,2013,2,"RKR Clubs, LLC",120704798,4,98616.06,88826.01,9790.05,26240,16449.95,9790.05,2937.03,2447.52,489.51,2447.5125
Winter,2,2018,1,"Tookays, Inc.",130705134,4,124197.88,114361.31,9836.57,36079,26242.43,9836.57,2951.07,2459.23,491.84,2459.1425
Winter,2,2018,2,"DSB2, INC.",150704086,5,82900.67,73040.26,9860.41,28468,18607.52,9860.48,2958.17,2465.15,493.02,1972.082
Winter,2,2018,3,"Guitars and Cadillacs Saloon, Inc.",120702108,5,119930.12,110058.63,9871.49,43249,33377.66,9871.34,2961.36,2467.8,493.56,1974.298
Winter,2,2018,2,LUCA PIZZA INC.,140701059,5,106169.53,96282.14,9887.39,36272,26384.61,9887.39,2966.24,2471.87,494.37,1977.478
Winter,2,2014,2,KANA3 INC,120710600,4,126737.74,116837.59,9900.15,40084,30183.85,9900.15,2970.07,2475.06,495.01,2475.0375
Winter,2,2016,2,"Spammy's, Inc.",120706742,5,102981.23,93016.72,9964.51,27895,17930.49,9964.51,2989.34,2491.12,498.22,1992.902
Winter,2,2016,2,"Springfield Char House, Inc.",150703869,5,154661.3,144693.23,9968.07,50218,40249.56,9968.44,2990.6,2492.17,498.43,1993.614
Winter,2,2016,3,Cheers Lounge Inc.,120709222,5,120601.48,110595.92,10005.56,39533,29527.37,10005.63,3001.72,2501.44,500.28,2001.112
Winter,2,2014,2,"MCTAT, INC.",120706843,5,114203.52,104197.58,10005.94,26307,16301.17,10005.83,3001.79,2501.5,500.29,2001.188
Winter,2,2017,2,KANA3 INC,120710600,5,129967.05,119934.39,10032.66,41798,31764.14,10033.86,3010.16,2508.46,501.7,2006.532
Winter,2,2016,2,"DSB2, INC.",150704086,5,86029.39,75938.23,10091.16,28495,18403.79,10091.21,3027.41,2522.84,504.57,2018.232
Winter,2,2018,2,"Finleysspringfield, LLC",170703121,5,121711.48,111571.76,10139.72,51845,41705.32,10139.68,3041.95,2534.96,506.99,2027.944
Winter,2,2018,3,"Paula's Landing, LLC ",120708028,5,88598.09,78400.73,10197.36,28234,18036.64,10197.36,3059.32,2549.44,509.88,2039.472
Winter,2,2018,2,"MURAD RESTAURANT,LLC",180700138,5,178727.66,168500.84,10226.82,68846,58668.06,10177.94,3053.42,2544.52,508.9,2045.364
Winter,2,2017,2,"Cozs Pizza, Inc.",160701026,5,112564.09,102279.67,10284.42,35049,24764.63,10284.37,3085.33,2571.11,514.22,2056.884
Winter,2,2015,3,Crows Mill LLC,120706464,3,100706.97,90417.43,10289.54,36050,25760.46,10289.54,3086.91,2572.43,514.48,3429.846667
Winter,2,2015,2,"Spammy's, Inc.",120706742,5,112434.45,102085.67,10348.78,34860,24511.22,10348.78,3104.68,2587.24,517.44,2069.756
Winter,2,2018,2,"J & J OPERATIONS, LLC",130700881,4,153497.38,143134.09,10363.29,48825,38461.71,10363.29,3109.03,2590.86,518.17,2590.8225
Winter,2,2018,1,PEARLS PUB INC.,130705328,3,83154.81,72761.45,10393.36,25086,14692.79,10393.21,3117.99,2598.32,519.67,3464.453333
Winter,2,2017,2,"The Other Wright, Inc.",120702100,5,130467.77,120065.48,10402.29,41757,31354.8,10402.2,3120.74,2600.61,520.13,2080.458
Winter,2,2017,2,"AMF Bowling Centers, Inc.",120707827,5,176951.45,166419.28,10532.17,59418,48885.83,10532.17,3159.76,2633.13,526.63,2106.434
Winter,2,2018,2,Good Timer Inc.,120708634,5,136969.51,126415.2,10554.31,42612,32057.64,10554.36,3166.34,2638.62,527.72,2110.862
Winter,2,2015,2,PATTY CAKE CUSTOMS INC.,140703208,5,126545.89,115931.82,10614.07,36248,25634,10614,3184.21,2653.51,530.7,2122.814
Winter,2,2018,2,"411 EAST, INCORPORATED",160702790,5,129709.28,119068.69,10640.59,37312,26671.51,10640.49,3192.22,2660.19,532.03,2128.118
Winter,2,2016,3,"Guitars and Cadillacs Saloon, Inc.",120702108,5,106881.02,96227.59,10653.43,39407,28753.61,10653.39,3196.03,2663.36,532.67,2130.686
Winter,2,2016,2,LUCA PIZZA INC.,140701059,5,180217.94,169535.15,10682.79,60893,50210.16,10682.84,3204.99,2670.82,534.17,2136.558
Winter,2,2018,2,Thomas Endres ,120708996,5,105964.5,95254.78,10709.72,35757,25047.26,10709.74,3212.95,2677.46,535.49,2141.944
Winter,2,2014,2,Karen Bentley,120705284,5,136462.8,125741.82,10720.98,38036,27314.87,10721.13,3216.37,2680.31,536.06,2144.196
Winter,2,2016,3,LAKE SPRINGFIELD TAVERN INC.,130702247,4,110856.3,100130.74,10725.56,37339,26613.31,10725.69,3217.78,2681.48,536.3,2681.39
Winter,2,2017,2,"ANCHOR BOAT CLUB OF SPRINGFIELD, ILL.",120710859,4,109220.4,98492.94,10727.46,34075,23347.54,10727.46,3218.28,2681.9,536.38,2681.865
Winter,2,2016,2,"Capitol Show-Me's, Inc.",120711161,5,145592.46,134846.38,10746.08,52532,41785.87,10746.13,3223.88,2686.57,537.31,2149.216
Winter,2,2018,2,Dicks Saloon Inc.,150700988,5,171124.35,160343.76,10780.59,55525,44744.49,10780.51,3234.22,2695.19,539.03,2156.118
Winter,2,2014,2,"ALAMO FOODS, INC.",120708006,5,156813.49,145971.49,10842,44607,33765,10842,3252.66,2710.55,542.11,2168.4
Winter,2,2015,2,"IBPO Elks of the World, Capital City Lodge #1160",120802101,5,99823.58,88961.16,10862.42,38258,27395.58,10862.42,3258.73,2715.61,543.12,2172.484
Winter,2,2014,2,Thomas Endres ,120708996,3,128173.41,117109.26,11064.15,41436,30371.85,11064.15,3319.32,2766.11,553.21,3688.05
Winter,2,2018,2,"Springfield Char House, Inc.",150703869,5,85471.09,74369.68,11101.41,28051,16949.9,11101.1,3330.39,2775.33,555.06,2220.282
Winter,2,2018,3,BSJ Incorporated,120711751,5,149866.29,138757.79,11108.5,53866,42757.32,11108.68,3332.62,2777.19,555.43,2221.7
Winter,2,2015,2,"JCJ Beverages, Inc.",130704160,3,94583.05,83461.12,11121.93,25690,14568.27,11121.73,3336.51,2780.43,556.08,3707.31
Winter,2,2017,3,The Stadium Sports Bar Inc.,120710854,5,104531.08,93390.19,11140.89,36428,25287.31,11140.69,3342.28,2785.23,557.05,2228.178
Winter,2,2015,2,Max Inc. of Illinois,140701171,5,126479.71,115299.95,11179.76,42004,30824.24,11179.76,3354.03,2795.03,559,2235.952
Winter,2,2017,2,KeRong Chen,150703093,5,81044.72,69860.83,11183.89,31787,20603.03,11183.97,3355.26,2796.05,559.21,2236.778
Winter,2,2016,1,"Tookays, Inc.",130705134,4,92426.29,81218.58,11207.71,31039,19831.49,11207.51,3362.32,2801.94,560.38,2801.9275
Winter,2,2015,2,"AERIE NO. 437, FRATERNAL ORDER OF EAGLES, INC.",130806057,5,168135.77,156902.28,11233.49,56891,45657.51,11233.49,3370.04,2808.36,561.68,2246.698
Winter,2,2016,2,DIRTY SOUTH INC.,120709093,4,131185.31,119899.99,11285.32,56427,45141.68,11285.32,3385.59,2821.33,564.26,2821.33
Winter,2,2015,2,Springfield Lodge No. 158 of the Benevolent and Protective Order of Elks ,120811750,5,149205.98,137893.66,11312.32,47876,36563.68,11312.32,3393.77,2828.14,565.63,2262.464
Winter,2,2018,2,PAMS JAILHOUSE INC.,130700211,4,124166.59,112756.33,11410.26,40374,28963.69,11410.31,3423.17,2852.65,570.52,2852.565
Winter,2,2015,2,KANA3 INC,120710600,4,133206.7,121792.3,11414.4,42253,30838.6,11414.4,3424.35,2853.62,570.73,2853.6
Winter,2,2015,2,Karen Bentley,120705284,5,152535.47,141102.56,11432.91,38142,26709.09,11432.91,3429.96,2858.3,571.66,2286.582
Winter,2,2018,3,LAKE SPRINGFIELD TAVERN INC.,130702247,4,149475.21,137976.58,11498.63,51107,39608.42,11498.58,3449.63,2874.7,574.93,2874.6575
Winter,2,2018,3,"Sporton, Incorporated",140703570,4,115846.57,104278.33,11568.24,34717,23148.76,11568.24,3470.59,2892.16,578.43,2892.06
Winter,2,2014,3,LAKE SPRINGFIELD TAVERN INC.,130702247,4,126714.41,115110.33,11604.08,49372,37768.06,11603.94,3481.23,2901.03,580.2,2901.02
Winter,2,2014,2,Springfield Lodge No. 158 of the Benevolent and Protective Order of Elks ,120811750,5,115029.6,103345.3,11684.3,33571,21886.78,11684.22,3505.33,2921.11,584.22,2336.86
Winter,2,2017,2,"J & J OPERATIONS, LLC",130700881,4,120211.75,108479.92,11731.83,46133,34401.17,11731.83,3519.55,2932.96,586.59,2932.9575
Winter,2,2017,3,"Blue Grouch, Inc.",120706580,5,196226.13,184479.42,11746.71,62389,50642.01,11746.99,3524.07,2936.72,587.35,2349.342
Winter,2,2016,2,"AERIE NO. 437, FRATERNAL ORDER OF EAGLES, INC.",130806057,5,114122.95,102371.89,11751.06,39310,27558.94,11751.06,3525.33,2937.78,587.55,2350.212
Winter,2,2014,2,Capitol Holdings LTD.,120708868,5,116144.25,104387.2,11757.05,39597,27840.09,11756.91,3527.08,2939.24,587.84,2351.41
Winter,2,2014,3,Cheers Lounge Inc.,120709222,4,124425.06,112594.92,11830.14,32490,20659.86,11830.14,3549.15,2957.63,591.52,2957.535
Winter,2,2014,2,Michael E. Gerula,120703765,5,143610.15,131632.96,11977.19,42833,30851.91,11981.09,3594.38,2995.32,599.06,2395.438
Winter,2,2016,2,RSP Entertainment Corp.,120706846,3,129175.44,117129.01,12046.43,40290,28243.57,12046.43,3613.94,3011.62,602.32,4015.476667
Winter,2,2015,3,"Cottage Inn, Inc.",120706678,5,166444.55,154396.85,12047.7,49567,37519.25,12047.75,3614.3,3011.92,602.38,2409.54
Winter,2,2018,2,"MELODY TIMES, INC.",150702470,5,154892.78,142812.61,12080.17,54914,42833.61,12080.39,3624.18,3020.15,604.03,2416.034
Winter,2,2014,3,"Top Set Management, LLC",120708502,5,144706.19,132624.88,12081.31,41876,29794.69,12081.31,3624.46,3020.39,604.07,2416.262
Winter,2,2014,2,"Spammy's, Inc.",120706742,5,155022.24,142929,12093.24,40823,28729.76,12093.24,3628.01,3023.34,604.67,2418.648
